1,7,3,2.3001149999999995,0.0,-273.0,-273.0,31.0,0.9245449613606466,0
1,2,1,4.18347,0.0,-273.0,-273.0,30.0,0.5278590994807917,0
1,0,0,3.4686759999999994,0.0,-273.0,-273.0,30.0,0.6263759455071529,0
1,2,1,2.3733929999999996,0.0,-273.0,-273.0,30.0,0.8924625123419552,0
1,1,2,2.3687289999999996,0.0,-273.0,-273.0,30.0,0.8941217305432332,0
1,0,2,3.3428219999999995,0.0,-273.0,-273.0,31.0,0.6533201081348033,0
1,0,1,3.230682,0.0,-273.0,-273.0,30.0,0.6688514021524952,0
1,1,1,2.268828,0.0,-273.0,-273.0,30.0,0.9312994615505997,0
1,0,1,3.9943889999999995,0.0,-273.0,-273.0,30.0,0.5504894286036848,0
1,2,0,2.5240199999999997,0.0,-273.0,-273.0,30.0,0.8421738164918884,0
1,2,1,2.191574,0.0,-273.0,-273.0,30.0,0.9623731822750374,0
1,1,2,2.556181,0.0,-273.0,-273.0,30.0,0.832204275913026,0
1,2,1,3.67276,0.0,-273.0,-273.0,30.0,0.5943366713912034,0
1,2,0,3.9805710000000003,0.0,-273.0,-273.0,30.0,0.5522275473845678,0
1,2,2,3.314605,0.0,-273.0,-273.0,30.0,0.6531772159118399,0
1,1,1,2.924892,0.0,-273.0,-273.0,30.0,0.7335729996090858,0
1,1,0,2.2072950000000002,0.0,-273.0,-273.0,30.0,0.9558734772982515,0
1,0,0,3.12696,0.0,-273.0,-273.0,30.0,0.6893859119731547,0
1,2,2,3.2844900000000004,0.0,-273.0,-273.0,30.0,0.6587096103759078,0
1,2,2,2.448334,0.0,-273.0,-273.0,30.0,0.8666690787471668,0
1,1,2,2.3223199999999995,0.0,-273.0,-273.0,30.0,0.9109948261273461,0
1,2,1,3.8474820000000003,0.0,-273.0,-273.0,30.0,0.569607563954328,0
1,1,0,3.681078,0.0,-273.0,-273.0,30.0,0.5931061721738686,0
1,0,2,2.608446,0.0,-273.0,-273.0,31.0,0.821763263745255,0
1,2,0,3.1376740000000005,0.0,-273.0,-273.0,30.0,0.6872019177116772,0
1,2,2,3.2192000000000003,0.0,-273.0,-273.0,30.0,0.6710594341730329,0
1,1,1,4.093425,0.0,-273.0,-273.0,30.0,0.5383754753864364,0
